created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness
2007-01-27 14:30:32+00:00,4306863,-0.1276474,51.5073219,Global stance,-0.36964824199676516,believer,male,1.5351758999999998,not aggressive
2007-01-27 14:40:38+00:00,4307243,,,Global stance,-0.36964824199676516,believer,male,,not aggressive
2007-01-27 17:51:07+00:00,4318073,-0.1276474,51.5073219,Global stance,-0.3173950701951981,believer,male,1.5351758999999998,not aggressive
2007-01-30 18:16:14+00:00,4709463,,,Weather Extremes,0.7668521577119827,neutral,male,,not aggressive
2007-01-30 18:30:16+00:00,4711363,,,Importance of Human Intervantion,0.3205373615026474,neutral,male,,not aggressive
2007-01-30 20:38:00+00:00,4729003,-0.12574000000000002,51.50853000000001,Undefined / One Word Hashtags,-0.11844662189483644,believer,male,2.1094387,aggressive
2007-01-31 05:48:31+00:00,4790723,,,Global stance,-0.4748456029935317,believer,male,,not aggressive
2007-01-31 09:38:44+00:00,4805803,-0.12574000000000002,51.50853000000001,Global stance,-0.1226974128528075,believer,male,1.9527698,not aggressive
2007-02-01 08:45:09+00:00,4951613,,,Weather Extremes,0.504999766254425,believer,male,,not aggressive
2007-02-01 12:50:26+00:00,4969943,,,Weather Extremes,0.5800451020479203,believer,male,,aggressive
2007-02-01 14:46:54+00:00,4982153,-79.38393470000003,43.6534817,Weather Extremes,-0.5956248931566874,neutral,male,-0.04534871,not aggressive
2007-02-01 17:23:48+00:00,5005423,,,Importance of Human Intervantion,0.5059376453399658,believer,male,,not aggressive
2007-02-01 18:49:24+00:00,5016233,,,Importance of Human Intervantion,-0.22022861506938934,believer,male,,not aggressive
2007-02-01 19:15:13+00:00,5019373,,,Global stance,-0.39714042842388153,believer,male,,not aggressive
2007-02-01 22:30:31+00:00,5044463,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.07310401499271393,believer,male,3.967322,not aggressive
2007-02-02 07:50:38+00:00,5091903,,,Global stance,0.016648375177383413,neutral,undefined,,not aggressive
2007-02-02 09:09:49+00:00,5096513,-1.8998300000000001,52.48141999999999,Politics,-0.08813912332057953,neutral,male,2.991084,aggressive
2007-02-02 14:20:13+00:00,5119513,,,Weather Extremes,0.11672655205726626,neutral,male,,not aggressive
2007-02-02 16:24:26+00:00,5131193,,,Importance of Human Intervantion,-0.536818420624733,believer,male,,aggressive
2007-02-02 18:15:51+00:00,5144253,-73.9495823,40.6501038,Weather Extremes,0.15972971572875974,neutral,male,1.846384,not aggressive
2007-02-02 20:09:58+00:00,5157463,,,Importance of Human Intervantion,0.29647838654518127,neutral,male,,aggressive
2007-02-03 02:20:21+00:00,5196513,,,Importance of Human Intervantion,-0.500312543964386,believer,male,,aggressive
2007-02-03 02:30:23+00:00,5197163,-0.1276474,51.5073219,Importance of Human Intervantion,-0.496617383813858,believer,male,0.095783636,not aggressive
2007-02-03 04:12:34+00:00,5203523,-3.18,51.480000000000004,Weather Extremes,-0.378139166490237,believer,male,-0.045523900000000006,aggressive
2007-02-03 15:15:01+00:00,5235923,,,Importance of Human Intervantion,0.029538258910179138,believer,male,,not aggressive
2007-02-04 02:06:56+00:00,5288583,,,Ideological Positions on Global Warming,-0.08922551470938182,believer,male,,aggressive
2007-02-04 20:39:05+00:00,5314366,-118.32674000000002,34.09834,Weather Extremes,0.6387881856203079,believer,male,4.3878580000000005,not aggressive
2007-02-04 20:52:31+00:00,5314470,,,Importance of Human Intervantion,0.4751172810792923,neutral,male,,not aggressive
2007-02-04 21:12:58+00:00,5314615,,,Donald Trump versus Science,0.5595637987136841,neutral,male,,aggressive
2007-02-05 16:48:57+00:00,5324848,-86.7743531,36.162229599999996,Weather Extremes,-0.2204812776724497,neutral,male,-8.849,not aggressive
2007-02-05 21:55:41+00:00,5328495,-114.06258919999999,51.0534234,Importance of Human Intervantion,0.49759092831611634,neutral,male,8.448126,not aggressive
2007-02-06 07:27:05+00:00,5333741,,,Global stance,0.5771309480385347,neutral,male,,aggressive
2007-02-06 08:39:43+00:00,5334170,-122.67419489999999,45.5202471,Seriousness of Gas Emissions,-0.24772341055870056,neutral,male,2.4982007,aggressive
2007-02-06 10:19:15+00:00,5334810,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.39810672914187123,believer,male,-3.605249,not aggressive
2007-02-06 12:48:40+00:00,5336007,-0.12574000000000002,51.50853000000001,Weather Extremes,0.04412994578944317,believer,male,-3.605249,not aggressive
2007-02-06 21:40:46+00:00,5342226,,,Importance of Human Intervantion,0.79199170024395,neutral,male,,not aggressive
2007-02-07 06:08:54+00:00,5348201,,,Importance of Human Intervantion,-0.3643893440246582,believer,male,,not aggressive
2007-02-07 06:09:20+00:00,5348207,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.36415335433483126,believer,male,-4.560754,not aggressive
2007-02-07 12:39:30+00:00,5351404,,,Weather Extremes,-0.5168563056945801,neutral,female,,aggressive
2007-02-07 14:44:32+00:00,5352771,,,Weather Extremes,0.07176983013153079,neutral,male,,not aggressive
2007-02-07 17:52:34+00:00,5355713,,,Weather Extremes,-0.7168250411510467,denier,male,,aggressive
2007-02-08 08:49:33+00:00,5367098,,,Weather Extremes,-0.14383291018009184,denier,female,,not aggressive
2007-02-09 15:46:29+00:00,5392174,-77.0074765,38.977888199999995,Donald Trump versus Science,-0.4198842470407486,neutral,male,-6.8944744999999985,aggressive
2007-02-11 17:50:55+00:00,5431384,-122.67621000000001,45.523450000000004,Weather Extremes,-0.6464257894515991,neutral,male,1.9020926,not aggressive
2007-02-12 06:51:49+00:00,5448722,-123.11934000000001,49.249660000000006,Weather Extremes,-0.3722422395706177,neutral,male,2.4606283,not aggressive
2007-02-12 18:11:13+00:00,5461182,,,Global stance,0.5635216111486608,believer,male,,aggressive
2007-02-12 19:10:18+00:00,5462793,,,Importance of Human Intervantion,-0.13211241749199953,believer,male,,aggressive
2007-02-12 19:12:09+00:00,5462838,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.12952997175129977,believer,male,3.3250158,not aggressive
2007-02-13 17:33:58+00:00,5482273,,,Politics,-0.03418098153803081,neutral,male,,not aggressive
2007-02-13 21:01:12+00:00,5486243,,,Politics,-0.03418098153803081,neutral,male,,not aggressive
2007-02-14 07:11:12+00:00,5495631,,,Politics,-0.44866744360923766,neutral,male,,not aggressive
2007-02-14 07:40:10+00:00,5495854,,,Politics,-0.5234543348789216,neutral,male,,not aggressive
2007-02-14 08:00:16+00:00,5496024,,,Politics,-0.5234543348789216,neutral,male,,not aggressive
2007-02-14 10:50:36+00:00,5497780,-0.12574000000000002,51.50853000000001,Global stance,0.3499295049905777,believer,male,2.1599507,not aggressive
2007-02-14 14:54:19+00:00,5500970,-111.50098000000001,34.5003,Weather Extremes,-0.545773189163208,neutral,male,-2.213687,not aggressive
2007-02-14 19:32:21+00:00,5506352,,,Weather Extremes,0.7649894249439241,neutral,male,,not aggressive
2007-02-14 20:23:12+00:00,5507294,-76.30551000000001,40.03788,Weather Extremes,-0.6069861201524734,neutral,male,-4.9403877,not aggressive
2007-02-14 22:40:43+00:00,5510092,,,Weather Extremes,-0.4103481356859207,believer,male,,aggressive
2007-02-15 13:00:53+00:00,5519348,,,Importance of Human Intervantion,-0.00460262461142108,believer,male,,not aggressive
2007-02-15 13:01:38+00:00,5519358,-0.1276474,51.5073219,Importance of Human Intervantion,-0.00460262461142108,believer,male,1.5019717,not aggressive
2007-02-15 13:02:19+00:00,5519363,-0.1276474,51.5073219,Importance of Human Intervantion,-0.007063178853555174,believer,male,1.5019717,not aggressive
2007-02-16 01:43:54+00:00,5531579,-114.06258919999999,51.0534234,Importance of Human Intervantion,0.3233788162469864,neutral,male,6.906876,not aggressive
2007-02-16 02:10:12+00:00,5531972,,,Global stance,0.07431280450387436,believer,male,,not aggressive
2007-02-16 02:10:48+00:00,5531980,-0.12574000000000002,51.50853000000001,Global stance,0.07431280450387436,believer,male,2.9423597000000004,not aggressive
2007-02-16 09:00:17+00:00,5535832,,,Importance of Human Intervantion,0.03147222726345063,believer,male,,not aggressive
2007-02-16 10:51:12+00:00,5536756,-0.12574000000000002,51.50853000000001,Global stance,0.4576026933908463,believer,male,2.9423597000000004,not aggressive
2007-02-16 11:00:14+00:00,5536827,,,Global stance,0.46111361558437347,believer,male,,not aggressive
2007-02-16 15:22:48+00:00,5539932,-0.12574000000000002,51.50853000000001,Global stance,-0.3110920459032058,believer,male,2.9423597000000004,aggressive
2007-02-16 23:07:55+00:00,5547472,-77.86163859999998,40.794450399999995,Weather Extremes,0.6214392827192943,neutral,female,-8.993566,aggressive
2007-02-17 16:36:44+00:00,5557164,,,Weather Extremes,-0.09562289118766784,neutral,male,,aggressive
2007-02-17 23:00:20+00:00,5562179,,,Weather Extremes,-0.2954094742298126,neutral,male,,aggressive
2007-02-18 14:34:28+00:00,5570498,,,Weather Extremes,0.8229402637958526,neutral,male,,not aggressive
2007-02-18 14:59:51+00:00,5570737,,,Global stance,0.3762506272315979,believer,male,,not aggressive
2007-02-19 00:21:07+00:00,5577833,-0.12574000000000002,51.50853000000001,Seriousness of Gas Emissions,-0.41692347824573517,neutral,male,2.864054,not aggressive
2007-02-19 00:30:33+00:00,5577919,-0.12574000000000002,51.50853000000001,Donald Trump versus Science,-0.4337625056505203,neutral,male,2.864054,not aggressive
2007-02-19 10:10:12+00:00,5583984,,,Global stance,0.6692065165996551,neutral,male,,not aggressive
2007-02-21 06:25:37+00:00,5618519,,,Impact of Resource Overconsumption,0.16815897479057312,neutral,male,,aggressive
2007-02-21 18:48:01+00:00,5626819,-78.47668,38.02931,Global stance,0.3047064448833466,believer,male,4.414888,aggressive
2007-02-21 18:51:28+00:00,5626892,-78.49973472559668,38.0360726,Global stance,-0.4217347447633743,neutral,male,4.414888,aggressive
2007-02-22 11:00:31+00:00,5638797,-122.41990609999999,37.7790262,Global stance,0.4832300841808319,neutral,male,-2.0571346,not aggressive
2007-02-23 11:20:50+00:00,5656607,-0.1276474,51.5073219,Global stance,0.40478159371217093,believer,male,4.096515,not aggressive
2007-02-23 19:14:42+00:00,5663814,,,Impact of Resource Overconsumption,0.5653896979093551,neutral,male,,aggressive
2007-02-24 03:40:37+00:00,5671404,-0.1276474,51.5073219,Weather Extremes,-0.7575191590521071,believer,male,3.926739,not aggressive
2007-02-25 19:23:46+00:00,5692369,-77.3411,38.96872000000001,Weather Extremes,0.15580274274349212,neutral,undefined,-2.418007,aggressive
2007-02-27 23:19:23+00:00,5738821,,,Weather Extremes,-0.44243478665351865,neutral,male,,aggressive
2007-02-28 22:57:51+00:00,5760758,,,Weather Extremes,-0.22587739620208738,believer,male,,not aggressive
2007-03-01 09:57:30+00:00,5768743,,,Importance of Human Intervantion,0.5097555185794831,believer,male,,aggressive
2007-03-01 18:31:41+00:00,5776235,,,Politics,0.3650094270706177,believer,male,,not aggressive
2007-03-02 01:10:47+00:00,5784515,-0.1276474,51.5073219,Importance of Human Intervantion,-0.6996459307432175,believer,male,0.66551006,not aggressive
2007-03-02 17:08:12+00:00,5798215,,,Weather Extremes,-0.3989618271589279,neutral,male,,not aggressive
2007-03-03 15:23:53+00:00,5815448,-97.7788981217745,30.287985550000002,Weather Extremes,-0.25372753328482306,denier,male,-2.74234,not aggressive
2007-03-03 16:00:00+00:00,5815932,,,Global stance,-0.507289656996727,believer,male,,not aggressive
2007-03-03 23:00:00+00:00,5822322,,,Global stance,-0.507289656996727,believer,male,,not aggressive
2007-03-03 23:36:24+00:00,5822903,-6.24889,53.33306,Weather Extremes,0.762471278500557,believer,male,0.935315,not aggressive
2007-03-04 16:12:39+00:00,5832409,,,Global stance,-0.3657096534967423,believer,male,,not aggressive
2007-03-06 05:19:05+00:00,5869934,-97.74306000000001,30.26715,Global stance,-0.3047814074516296,neutral,male,-2.5802965,aggressive
2007-03-06 11:05:49+00:00,5873884,-0.12574000000000002,51.50853000000001,Weather Extremes,0.6654482052803039,neutral,male,4.004383,not aggressive
2007-03-06 21:41:16+00:00,5887766,-77.03636999999998,38.89511,Importance of Human Intervantion,-0.35896146297454834,neutral,male,-5.4641523,aggressive
2007-03-06 23:13:43+00:00,5889947,,,Weather Extremes,-0.5146774191617965,neutral,male,,not aggressive
2007-03-07 11:00:22+00:00,5901274,,,Importance of Human Intervantion,0.32580237090587616,neutral,male,,not aggressive
2007-03-07 11:01:22+00:00,5901292,-0.1276474,51.5073219,Importance of Human Intervantion,0.3263317346572876,neutral,male,2.0369189,not aggressive
2007-03-07 18:24:32+00:00,5909852,-84.76867320000002,33.5790874,Global stance,-0.7196133857488632,neutral,male,0.86894876,aggressive
2007-03-07 23:05:04+00:00,5916898,-121.89058299999999,37.3361905,Global stance,0.09257250680923465,neutral,undefined,1.7118721999999995,not aggressive
2007-03-08 01:21:00+00:00,5920058,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.015027977585310891,believer,male,1.8631887,not aggressive
2007-03-08 01:40:21+00:00,5920469,,,Importance of Human Intervantion,-0.007633782982344584,believer,male,,not aggressive
2007-03-08 07:35:43+00:00,5925915,-118.24368000000001,34.05223,Weather Extremes,-0.37462754932244624,neutral,female,2.5380404,aggressive
2007-03-08 10:12:22+00:00,5927280,,,Weather Extremes,-0.3830255900382996,neutral,male,,aggressive
2007-03-08 16:01:04+00:00,5933596,5.1763900000000005,52.223330000000004,Weather Extremes,-0.668835155248642,believer,male,3.0827353,aggressive
2007-03-08 16:11:17+00:00,5933831,-0.1276474,51.5073219,Importance of Human Intervantion,0.3347696255683899,believer,male,1.8631887,not aggressive
2007-03-08 18:12:58+00:00,5936253,-0.1276474,51.5073219,Importance of Human Intervantion,0.3347696255683899,believer,male,1.8631887,not aggressive
2007-03-08 21:21:04+00:00,5940181,0.12358169999999999,52.2034823,Donald Trump versus Science,0.7199534842491151,neutral,male,1.9259287,aggressive
2007-03-08 21:29:10+00:00,5940514,-95.4627651,45.934047899999996,Importance of Human Intervantion,0.44339999556541443,believer,female,-0.97172993,aggressive
2007-03-09 21:28:59+00:00,6154391,,,Weather Extremes,0.06985955185890198,neutral,male,,not aggressive
2007-03-11 01:54:23+00:00,6512881,,,Weather Extremes,-0.6998774563789368,believer,male,,aggressive
2007-03-11 03:19:35+00:00,6532961,,,Global stance,-0.3677689731121063,neutral,undefined,,not aggressive
2007-03-11 04:40:46+00:00,6550371,-0.12574000000000002,51.50853000000001,Global stance,-0.08371715545654296,neutral,male,3.4926407,aggressive
2007-03-11 04:50:19+00:00,6552181,,,Global stance,-0.08287759423255919,neutral,male,,aggressive
2007-03-11 04:50:54+00:00,6552351,,,Global stance,-0.08287759423255919,neutral,male,,aggressive
2007-03-11 11:01:01+00:00,6607731,,,Importance of Human Intervantion,-0.651993008351326,neutral,male,,aggressive
2007-03-11 11:01:22+00:00,6607761,,,Importance of Human Intervantion,-0.651993008351326,neutral,male,,aggressive
2007-03-11 11:01:59+00:00,6607811,-0.1276474,51.5073219,Importance of Human Intervantion,-0.6532038916110992,neutral,male,3.4926407,aggressive
2007-03-11 11:20:21+00:00,6609921,-0.1276474,51.5073219,Importance of Human Intervantion,-0.651993008351326,neutral,male,3.4926407,aggressive
2007-03-12 00:10:42+00:00,6805041,,,Importance of Human Intervantion,-0.38573648830254875,believer,male,,aggressive
2007-03-12 00:12:06+00:00,6805491,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.3825294454892476,believer,male,3.947979,not aggressive
2007-03-12 06:00:23+00:00,6893811,,,Importance of Human Intervantion,0.16655687959194182,believer,male,,not aggressive
2007-03-12 06:10:27+00:00,6896381,,,Importance of Human Intervantion,0.16655687959194182,believer,male,,not aggressive
2007-03-12 06:47:01+00:00,6903911,,,Global stance,-0.006077018651095278,neutral,male,,not aggressive
2007-03-12 08:20:50+00:00,6920201,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,0.13453105063438414,believer,male,3.947979,not aggressive
2007-03-12 08:44:24+00:00,6923751,-0.1276474,51.5073219,Importance of Human Intervantion,0.16655687959194182,believer,male,3.947979,not aggressive
2007-03-12 18:00:40+00:00,7060601,,,Politics,0.38844390511512755,believer,male,,aggressive
2007-03-12 18:29:55+00:00,7071801,,,Weather Extremes,0.21705626963887897,believer,male,,not aggressive
2007-03-13 04:20:17+00:00,7269161,,,Seriousness of Gas Emissions,-0.5238330907821656,believer,male,,not aggressive
2007-03-13 04:20:54+00:00,7269261,-0.1276474,51.5073219,Seriousness of Gas Emissions,-0.5253711588382721,believer,male,2.28582,not aggressive
2007-03-13 04:30:21+00:00,7271261,,,Seriousness of Gas Emissions,-0.5238330907821656,believer,male,,not aggressive
2007-03-13 05:00:42+00:00,7278281,,,Seriousness of Gas Emissions,-0.5238330907821656,believer,male,,not aggressive
2007-03-13 06:10:27+00:00,7293441,-0.12574000000000002,51.50853000000001,Seriousness of Gas Emissions,-0.5238330907821656,believer,male,2.28582,not aggressive
2007-03-13 17:16:54+00:00,7454191,,,Weather Extremes,0.5114539976358414,neutral,male,,not aggressive
2007-03-13 21:17:04+00:00,7540351,,,Donald Trump versus Science,0.3164669157981872,neutral,male,,not aggressive
2007-03-13 23:03:07+00:00,7581801,-122.41990609999999,37.7790262,Weather Extremes,-0.4336035571575166,denier,male,4.5855503,aggressive
2007-03-14 21:21:58+00:00,7929981,-78.49973472559668,38.0360726,Weather Extremes,0.09920833942890167,neutral,male,9.466007,aggressive
2007-03-14 22:01:34+00:00,7942241,-117.16277279999998,32.7174202,Weather Extremes,0.541883168164889,denier,male,1.0449519,aggressive
2007-03-15 01:00:24+00:00,7997781,-0.1276474,51.5073219,Global stance,0.206580224609375,believer,male,1.1931409,not aggressive
2007-03-15 01:11:34+00:00,8001651,,,Global stance,0.206580224609375,believer,male,,not aggressive
2007-03-15 10:31:51+00:00,8120951,-0.12574000000000002,51.50853000000001,Politics,-0.482886865735054,neutral,male,1.1931409,not aggressive
2007-03-15 13:46:36+00:00,8167361,,,Weather Extremes,-0.38038197503089904,neutral,male,,not aggressive
2007-03-15 18:07:08+00:00,8240571,,,Global stance,0.6285270780086517,believer,male,,not aggressive
2007-03-15 19:03:49+00:00,8256431,,,Weather Extremes,0.08181523678302764,denier,male,,aggressive
2007-03-16 01:11:41+00:00,8438071,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,0.37317681312561035,believer,male,1.8069937,not aggressive
2007-03-16 01:26:56+00:00,8441381,-0.1276474,51.5073219,Importance of Human Intervantion,0.39218297600746155,believer,male,1.8069937,not aggressive
2007-03-16 10:01:54+00:00,8527031,-121.89058299999999,37.3361905,Donald Trump versus Science,-0.4629692755937576,believer,undefined,6.2076910000000005,not aggressive
2007-03-16 16:48:43+00:00,8640031,-75.1521195,40.1023326,Weather Extremes,0.08928989312648775,denier,male,-2.4732797000000004,aggressive
2007-03-16 17:34:17+00:00,8654171,,,Global stance,0.024533539199829098,believer,male,,not aggressive
2007-03-16 18:32:31+00:00,8672141,,,Weather Extremes,-0.35761681840419773,neutral,male,,aggressive
2007-03-16 19:11:10+00:00,8686211,-74.00596999999998,40.714270000000006,Weather Extremes,-0.3758165721654892,neutral,female,-2.6109533,not aggressive
2007-03-16 19:26:44+00:00,8691121,-117.85311000000002,33.78779,Seriousness of Gas Emissions,-0.4920796486139297,believer,female,4.6093015999999984,aggressive
2007-03-17 01:00:23+00:00,8796321,,,Global stance,-0.5171171283721924,neutral,male,,aggressive
2007-03-17 01:01:05+00:00,8796491,-0.12574000000000002,51.50853000000001,Global stance,-0.5171171283721924,neutral,male,4.366388,aggressive
2007-03-17 01:02:02+00:00,8796821,-0.12574000000000002,51.50853000000001,Global stance,-0.5164718782901764,neutral,male,4.366388,aggressive
2007-03-17 15:01:29+00:00,8939611,,,Seriousness of Gas Emissions,-0.2259457240819931,denier,male,,aggressive
2007-03-17 15:32:47+00:00,8947751,,,Weather Extremes,0.3019037052737342,denier,male,,aggressive
2007-03-17 16:21:25+00:00,8960981,6.6327025,46.5218269,Weather Extremes,0.014822151803970368,neutral,male,1.9531922,aggressive
2007-03-17 23:53:14+00:00,9111001,,,Global stance,-0.7348432670116425,neutral,male,,not aggressive
2007-03-19 05:16:29+00:00,9542461,-122.33006239999999,47.6038321,Weather Extremes,0.1663099209547043,neutral,male,2.1994555,aggressive
2007-03-19 16:15:07+00:00,9709891,,,Seriousness of Gas Emissions,-0.6142652288198471,neutral,male,,aggressive
2007-03-19 17:21:37+00:00,9732201,-0.12574000000000002,51.50853000000001,Seriousness of Gas Emissions,-0.6142652288198471,neutral,male,-2.3600519,aggressive
2007-03-20 00:30:56+00:00,9840761,-0.12574000000000002,51.50853000000001,Global stance,-0.49248235738277435,believer,male,-3.0661561,not aggressive
2007-03-20 01:20:48+00:00,9860761,-0.12574000000000002,51.50853000000001,Global stance,-0.49643369829654693,believer,male,-3.0661561,not aggressive
2007-03-20 05:45:30+00:00,9943971,,,Significance of Pollution Awareness Events,0.03921895031929016,believer,female,,not aggressive
2007-03-20 17:08:47+00:00,10107481,-74.0060152,40.7127281,Weather Extremes,-0.5826315052986145,neutral,female,-1.2646699,aggressive
2007-03-20 18:52:15+00:00,10138541,-122.33006239999999,47.6038321,Importance of Human Intervantion,0.3393739014863968,believer,male,-1.6108068000000002,not aggressive
2007-03-20 22:56:43+00:00,10219231,,,Weather Extremes,0.6344199251174927,neutral,male,,not aggressive
2007-03-21 00:38:26+00:00,10255751,-122.41990609999999,37.7790262,Seriousness of Gas Emissions,0.5283036793708802,neutral,male,-0.6205893,aggressive
2007-03-21 04:41:42+00:00,10339091,,,Impact of Resource Overconsumption,-0.02276973769664764,denier,male,,aggressive
2007-03-21 10:00:59+00:00,10408891,,,Global stance,0.14789906260967256,neutral,male,,not aggressive
2007-03-21 13:59:07+00:00,10483901,-86.12749000000002,40.042820000000006,Weather Extremes,-0.2019369233290354,neutral,male,3.859650100000001,not aggressive
2007-03-21 23:30:32+00:00,10746521,-0.12574000000000002,51.50853000000001,Politics,-0.31202884361743927,believer,male,-3.2652094,aggressive
2007-03-21 23:31:07+00:00,10746841,-0.12574000000000002,51.50853000000001,Politics,-0.29988891229629516,believer,male,-3.2652094,aggressive
2007-03-22 00:10:24+00:00,10764391,,,Politics,-0.31202884361743927,believer,male,,aggressive
2007-03-22 03:33:26+00:00,10841691,-85.66786390000001,42.96324050000001,Weather Extremes,-0.43128840124607076,neutral,male,8.6718445,aggressive
2007-03-22 04:26:58+00:00,10860171,-81.40233559999999,40.875890999999996,Importance of Human Intervantion,0.48925898373126975,believer,male,8.178496,not aggressive
2007-03-22 06:51:23+00:00,10895061,,,Global stance,-0.4607894556088882,neutral,male,,not aggressive
2007-03-22 07:16:35+00:00,10900491,,,Politics,0.3725617557764053,neutral,male,,not aggressive
2007-03-22 17:20:00+00:00,11109271,-81.40233559999999,40.875890999999996,Ideological Positions on Global Warming,0.05544525384902954,neutral,male,8.178496,aggressive
2007-03-22 18:16:50+00:00,11132721,-73.58781,45.508840000000006,Global stance,0.02957431972026825,believer,male,4.1437707,aggressive
