,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness,geometry,index_disaster,start_date,end_date,created_at
46,2535207114,-118.4051088,34.0222263,Importance of Human Intervantion,-0.0154140591621398,believer,female,-1.5446546,not aggressive,POINT (-13180796.418938154 4031786.865780943),754,2009-07-07,2009-10-27,2009-07-08 17:02:54+00:00
47,2535252425,-118.14452,34.147780000000004,Importance of Human Intervantion,-0.217464914393425,denier,female,-1.5446546,not aggressive,POINT (-13151787.806415724 4048662.572528571),754,2009-07-07,2009-10-27,2009-07-08 17:05:41+00:00
48,2536263853,-118.41091000000002,33.88474,Ideological Positions on Global Warming,-0.4981604814529419,denier,male,-1.0073938,aggressive,POINT (-13181442.205568148 4013335.904272612),754,2009-07-07,2009-10-27,2009-07-08 18:11:16+00:00
49,2536735708,-118.24368,34.05223,Donald Trump versus Science,0.5561460098028184,denier,male,-1.5446546,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-08 18:42:24+00:00
50,2536909161,-118.24368,34.05223,Importance of Human Intervantion,-0.5575533344073729,believer,male,-1.5446546,aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-08 18:53:51+00:00
51,2537245242,-118.242766,34.0536909,Importance of Human Intervantion,-0.4860874444246292,believer,male,-1.5446546,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-08 19:16:04+00:00
52,2537484083,-118.24368,34.05223,Politics,0.2052723380804061,neutral,male,-1.5446546,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-08 19:31:52+00:00
53,2537876532,-118.1599043,34.0006084,Importance of Human Intervantion,0.2267009077548981,believer,male,-1.5446546,not aggressive,POINT (-13153500.378857937 4028883.719682424),754,2009-07-07,2009-10-27,2009-07-08 19:57:44+00:00
54,2538213045,-118.24368,34.05223,Weather Extremes,-0.3317392812728881,neutral,male,-1.5446546,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-08 20:19:59+00:00
55,2538271233,-118.49119,34.019450000000006,Importance of Human Intervantion,0.3877165400981903,believer,male,-1.5446546,aggressive,POINT (-13190378.93428903 4031413.985024083),754,2009-07-07,2009-10-27,2009-07-08 20:23:54+00:00
56,2538375314,-118.32674000000002,34.09834,Ideological Positions on Global Warming,-0.4814171276092529,denier,male,-1.5446546,aggressive,POINT (-13172072.444028078 4042014.341369179),754,2009-07-07,2009-10-27,2009-07-08 20:30:59+00:00
57,2539409588,-118.24368,34.05223,Importance of Human Intervantion,0.6065414547602336,believer,male,-1.5446546,aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-08 21:41:03+00:00
58,2541665438,-118.35313,33.96168,Weather Extremes,-0.6876486632202611,denier,male,-0.88253707,not aggressive,POINT (-13175010.16539011 4023657.7462441437),754,2009-07-07,2009-10-27,2009-07-09 00:20:06+00:00
59,2541718262,-118.242766,34.0536909,Weather Extremes,0.5597915013710658,neutral,male,-1.3431383,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 00:23:59+00:00
60,2542576934,-118.1055926,33.7423967,Global stance,-0.2432498875141143,neutral,female,-0.88253707,not aggressive,POINT (-13147454.428069819 3994264.423555293),754,2009-07-07,2009-10-27,2009-07-09 01:28:38+00:00
61,2543735991,-118.4912273,34.0194704,Weather Extremes,0.1557940304994583,neutral,male,-1.3431383,not aggressive,POINT (-13190383.086506037 4031416.724873504),754,2009-07-07,2009-10-27,2009-07-09 02:48:24+00:00
62,2545508813,-118.4912273,34.0194704,Ideological Positions on Global Warming,-0.0586595524311065,believer,male,-1.3431383,not aggressive,POINT (-13190383.086506037 4031416.724873504),754,2009-07-07,2009-10-27,2009-07-09 04:56:27+00:00
63,2549164490,-118.242766,34.0536909,Politics,0.0146237611770629,denier,female,-1.3431383,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 12:06:29+00:00
64,2552222130,-118.32674000000002,34.09834,Impact of Resource Overconsumption,0.3420283611059189,neutral,male,-1.3431383,not aggressive,POINT (-13172072.444028078 4042014.341369179),754,2009-07-07,2009-10-27,2009-07-09 16:05:29+00:00
65,2552751098,-118.14452,34.147780000000004,Weather Extremes,0.2293772508144378,believer,male,-1.3431383,not aggressive,POINT (-13151787.806415724 4048662.572528571),754,2009-07-07,2009-10-27,2009-07-09 16:40:24+00:00
66,2552827498,-118.242766,34.0536909,Importance of Human Intervantion,0.7662780746664319,believer,male,-1.3431383,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 16:45:35+00:00
67,2552868868,-118.41647,33.919180000000004,Politics,0.1296852199395497,neutral,male,-0.88253707,not aggressive,POINT (-13182061.141936956 4017955.030489089),754,2009-07-07,2009-10-27,2009-07-09 16:48:17+00:00
68,2552877601,-118.24368,34.05223,Global stance,-0.1757773895740509,believer,male,-1.3431383,aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-09 16:48:51+00:00
69,2552920395,-118.242766,34.0536909,Politics,-0.2271942867279053,believer,male,-1.3431383,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 16:51:39+00:00
70,2553035430,-118.242766,34.0536909,Politics,0.4145845899061723,neutral,male,-1.3431383,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 16:59:19+00:00
71,2553312316,-118.242766,34.0536909,Politics,-0.0495892465114593,neutral,male,-1.3431383,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 17:17:08+00:00
72,2553809388,-118.24368,34.05223,Importance of Human Intervantion,0.6457690745592117,neutral,male,-1.3431383,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-09 17:49:49+00:00
73,2553831593,-118.1444779,34.14764520000001,Seriousness of Gas Emissions,0.0538187106529871,neutral,female,-1.3431383,not aggressive,POINT (-13151783.119865162 4048644.4405916217),754,2009-07-07,2009-10-27,2009-07-09 17:51:17+00:00
74,2554067046,-118.242766,34.0536909,Politics,0.4686728119850158,believer,male,-1.3431383,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 18:06:51+00:00
75,2554897160,-118.242766,34.0536909,Importance of Human Intervantion,0.3481119871139526,believer,male,-1.3431383,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 19:02:32+00:00
76,2554903185,-118.41647,33.919180000000004,Importance of Human Intervantion,0.0495664924383163,believer,male,-0.88253707,not aggressive,POINT (-13182061.141936956 4017955.030489089),754,2009-07-07,2009-10-27,2009-07-09 19:02:55+00:00
77,2555706201,-117.85311000000002,33.78779,Seriousness of Gas Emissions,0.4875784888397563,believer,male,-0.8908668,not aggressive,POINT (-13119348.193603657 4000342.876685586),754,2009-07-07,2009-10-27,2009-07-09 19:57:22+00:00
78,2556535178,-118.242766,34.0536909,Politics,-0.3725123464822769,believer,male,-1.3431383,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 20:53:32+00:00
79,2556655517,-118.242766,34.0536909,Donald Trump versus Science,-0.5470563937902451,denier,male,-1.3431383,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 21:01:37+00:00
80,2556678007,-118.24368,34.05223,Importance of Human Intervantion,-0.0737098594903946,believer,female,-1.3431383,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-09 21:03:05+00:00
81,2557117296,-118.242766,34.0536909,Importance of Human Intervantion,-0.313983678817749,believer,male,-1.3431383,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 21:32:36+00:00
82,2557990266,-118.242766,34.0536909,Global stance,-0.496068925669699,neutral,male,-1.3431383,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-09 22:32:36+00:00
83,2558949079,-118.1444779,34.14764520000001,Donald Trump versus Science,0.5241051000118255,neutral,female,-1.3431383,not aggressive,POINT (-13151783.119865162 4048644.4405916217),754,2009-07-07,2009-10-27,2009-07-09 23:42:04+00:00
84,2558993535,-118.14452,34.147780000000004,Weather Extremes,-0.4706398800929387,believer,female,-1.3431383,not aggressive,POINT (-13151787.806415724 4048662.572528571),754,2009-07-07,2009-10-27,2009-07-09 23:45:25+00:00
85,2559029822,-118.1444779,34.14764520000001,Seriousness of Gas Emissions,-0.4212160978794098,neutral,female,-1.3431383,aggressive,POINT (-13151783.119865162 4048644.4405916217),754,2009-07-07,2009-10-27,2009-07-09 23:48:05+00:00
86,2559659140,-118.242766,34.0536909,Weather Extremes,0.1963410586516062,neutral,female,-0.116287775,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-10 00:33:52+00:00
87,2559739865,-118.24368,34.05223,Undefined / One Word Hashtags,-0.1390417982339859,neutral,male,-0.116287775,aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-10 00:39:38+00:00
88,2560317221,-118.242766,34.0536909,Donald Trump versus Science,-0.419421365571022,believer,female,-0.116287775,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-10 01:19:26+00:00
89,2561173975,-118.24368,34.05223,Politics,0.0444773338079452,neutral,male,-0.116287775,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-10 02:18:09+00:00
90,2561244507,-118.3258554,34.181648200000005,Politics,-0.5372863362312317,denier,male,-0.116287775,aggressive,POINT (-13171973.97080652 4053219.098723979),754,2009-07-07,2009-10-27,2009-07-10 02:23:07+00:00
91,2563972571,-118.329523,34.0980031,Importance of Human Intervantion,0.0199609249830245,neutral,male,-0.116287775,not aggressive,POINT (-13172382.246170951 4041969.0515218074),754,2009-07-07,2009-10-27,2009-07-10 05:55:25+00:00
92,2564795640,-118.24368,34.05223,Importance of Human Intervantion,-0.3880489024162292,neutral,male,-0.116287775,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-10 07:19:42+00:00
93,2566079038,-118.24368,34.05223,Global stance,0.2561097335577011,believer,male,-0.116287775,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-10 10:06:26+00:00
94,2566169828,90.40744,23.7104,Undefined / One Word Hashtags,-0.4829708586215973,believer,female,-0.31850436,not aggressive,POINT (10064110.184723431 2718158.586536283),493,2009-07-01,2009-08-28,2009-07-10 10:19:21+00:00
95,2566217544,-118.242766,34.0536909,Global stance,0.2561097335577011,believer,male,-0.116287775,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-10 10:25:57+00:00
96,2566317609,90.40744,23.7104,Undefined / One Word Hashtags,-0.1638192782878875,believer,female,-0.31850436,not aggressive,POINT (10064110.184723431 2718158.586536283),493,2009-07-01,2009-08-28,2009-07-10 10:39:31+00:00
97,2566400688,-118.242766,34.0536909,Undefined / One Word Hashtags,-0.2004750917434692,believer,male,-0.116287775,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-10 10:50:48+00:00
98,2567505482,-118.24368,34.05223,Global stance,-0.3344288444042205,believer,female,-0.116287775,aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-10 12:54:25+00:00
99,2568432357,-118.24368,34.05223,Politics,-0.1827963983535766,believer,male,-0.116287775,aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-10 14:10:42+00:00
100,2568559231,-118.242766,34.0536909,Global stance,-0.3714212778541776,neutral,male,-0.116287775,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-10 14:19:52+00:00
101,2568573474,-118.242766,34.0536909,Global stance,0.5213808272361756,believer,male,-0.116287775,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-10 14:20:51+00:00
102,2568740964,-118.242766,34.0536909,Importance of Human Intervantion,0.601939807343483,believer,male,-0.116287775,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-10 14:32:32+00:00
103,2570825153,-118.3406288,33.83584920000001,Weather Extremes,0.5070792076826096,believer,male,0.3302986,not aggressive,POINT (-13173618.538171807 4006781.8237497346),754,2009-07-07,2009-10-27,2009-07-10 17:14:10+00:00
104,2570882079,-118.242766,34.0536909,Global stance,-0.0032439201593399,neutral,female,-0.116287775,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-10 17:18:46+00:00
105,2577108080,-118.24368,34.05223,Politics,-0.2979808024406433,neutral,male,2.210277,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-11 01:22:24+00:00
106,2582838490,90.4126466,23.810651,Undefined / One Word Hashtags,-0.4900042663097381,believer,female,-0.069401145,not aggressive,POINT (10064689.780784197 2730352.025424396),493,2009-07-01,2009-08-28,2009-07-11 11:52:48+00:00
107,2586376512,-118.24368,34.05223,Global stance,-0.3200218190511067,neutral,female,2.210277,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-11 17:41:39+00:00
108,2588050566,-118.242766,34.0536909,Undefined / One Word Hashtags,0.3674300760030746,neutral,male,2.210277,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-11 20:00:03+00:00
109,2591300874,-118.242766,34.0536909,Weather Extremes,-0.6017445260286332,believer,male,2.4699194,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-12 00:32:04+00:00
110,2592380652,-118.242766,34.0536909,Weather Extremes,-0.4734165221452713,believer,male,2.4699194,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-12 02:02:23+00:00
111,2595031151,-117.911732,33.8347516,Weather Extremes,0.1447713318279811,neutral,female,2.763545,aggressive,POINT (-13125873.96479294 4006634.727484595),754,2009-07-07,2009-10-27,2009-07-12 05:46:21+00:00
112,2598998867,-118.4912273,34.0194704,Global stance,-0.0655792599916458,believer,male,2.4699194,not aggressive,POINT (-13190383.086506037 4031416.724873504),754,2009-07-07,2009-10-27,2009-07-12 14:40:12+00:00
113,2600219061,-118.24368,34.05223,Weather Extremes,0.3854527737140655,neutral,male,2.4699194,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-12 16:33:37+00:00
114,2600760465,-118.4912273,34.0194704,Weather Extremes,0.6693582603534063,neutral,male,2.4699194,not aggressive,POINT (-13190383.086506037 4031416.724873504),754,2009-07-07,2009-10-27,2009-07-12 17:19:16+00:00
115,2600803311,-118.242766,34.0536909,Importance of Human Intervantion,0.026565796303749,neutral,male,2.4699194,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-12 17:22:48+00:00
116,2600848628,-118.24368,34.05223,Undefined / One Word Hashtags,0.5425538262128831,believer,female,2.4699194,aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-12 17:26:34+00:00
117,2605280788,-118.24368,34.05223,Politics,-0.5608338577032089,believer,male,2.4699194,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-12 23:23:38+00:00
118,2606964797,-118.30897000000002,34.18084,Significance of Pollution Awareness Events,0.6943996040264766,believer,female,2.2814965,aggressive,POINT (-13170094.29667668 4053110.3446202003),754,2009-07-07,2009-10-27,2009-07-13 01:38:27+00:00
119,2610469632,-118.24368,34.05223,Weather Extremes,0.1990806499242783,neutral,male,2.2814965,aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-13 06:25:32+00:00
120,2610492000,-118.3258554,34.181648200000005,Weather Extremes,-0.1923970837116241,neutral,male,2.2814965,not aggressive,POINT (-13171973.97080652 4053219.098723979),754,2009-07-07,2009-10-27,2009-07-13 06:27:57+00:00
121,2610612969,-118.242766,34.0536909,Weather Extremes,-0.4156192530075708,believer,female,2.2814965,aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-13 06:41:07+00:00
122,2611074578,-118.24368,34.05223,Weather Extremes,0.215688649725914,neutral,male,2.2814965,not aggressive,POINT (-13162826.247122785 4035817.3970122756),754,2009-07-07,2009-10-27,2009-07-13 07:35:59+00:00
123,2614490034,-118.4912273,34.0194704,Weather Extremes,-0.272726954126358,neutral,male,2.2814965,not aggressive,POINT (-13190383.086506037 4031416.724873504),754,2009-07-07,2009-10-27,2009-07-13 14:16:35+00:00
124,2616114576,-118.329523,34.0980031,Weather Extremes,-0.2610292654275894,neutral,female,2.2814965,not aggressive,POINT (-13172382.246170951 4041969.0515218074),754,2009-07-07,2009-10-27,2009-07-13 16:10:20+00:00
125,2616625959,-118.242766,34.0536909,Global stance,-0.602255225777626,neutral,male,2.2814965,not aggressive,POINT (-13162724.501108201 4036013.682651603),754,2009-07-07,2009-10-27,2009-07-13 16:44:35+00:00
